station,variable,doy,lo,med,hi,current
"PTRS, Colt",rel_sw_6in,330,0.544,0.661,0.834,NA
"PTRS, Colt",rel_sw_6in,331,0.54,0.657,0.894,NA
"PTRS, Colt",rel_sw_6in,332,0.536,0.653,0.988,NA
"PTRS, Colt",rel_sw_6in,333,0.532,0.644,0.998,NA
"PTRS, Colt",rel_sw_6in,334,0.528,0.648,0.936,NA
"PTRS, Colt",rel_sw_6in,335,0.524,0.652,0.944,NA
"PTRS, Colt",rel_sw_6in,336,0.521,0.639,0.997,NA
"PTRS, Colt",rel_sw_6in,337,0.518,0.638,0.882,NA
"PTRS, Colt",rel_sw_6in,338,0.521,0.641,0.966,NA
"PTRS, Colt",rel_sw_6in,339,0.551,0.646,0.998,NA
"PTRS, Colt",rel_sw_6in,340,0.545,0.639,0.899,NA
"PTRS, Colt",rel_sw_6in,341,0.546,0.645,0.839,NA
"PTRS, Colt",rel_sw_6in,342,0.542,0.639,0.882,NA
"PTRS, Colt",rel_sw_6in,343,0.562,0.651,0.979,NA
"PTRS, Colt",rel_sw_6in,344,0.557,0.652,0.932,NA
"PTRS, Colt",rel_sw_6in,345,0.553,0.64,0.832,NA
"PTRS, Colt",rel_sw_6in,346,0.56,0.65,0.887,NA
"PTRS, Colt",rel_sw_6in,347,0.563,0.671,0.96,NA
"PTRS, Colt",rel_sw_6in,348,0.556,0.658,0.902,NA
"PTRS, Colt",rel_sw_6in,349,0.551,0.65,0.891,NA
"PTRS, Colt",rel_sw_6in,350,0.546,0.66,0.998,NA
"PTRS, Colt",rel_sw_6in,351,0.558,0.643,0.995,NA
"PTRS, Colt",rel_sw_6in,352,0.552,0.645,0.975,NA
"PTRS, Colt",rel_sw_6in,353,0.548,0.634,0.957,NA
"PTRS, Colt",rel_sw_6in,354,0.544,0.642,0.99,NA
"PTRS, Colt",rel_sw_6in,355,0.549,0.657,0.997,NA
"PTRS, Colt",rel_sw_6in,356,0.543,0.642,0.975,NA
"PTRS, Colt",rel_sw_6in,357,0.569,0.649,0.957,NA
"PTRS, Colt",rel_sw_6in,358,0.585,0.669,0.985,NA
"PTRS, Colt",rel_sw_6in,359,0.579,0.651,0.999,NA
"PTRS, Colt",rel_sw_6in,360,0.568,0.645,0.999,NA
"PTRS, Colt",rel_sw_6in,361,0.566,0.658,0.999,NA
"PTRS, Colt",rel_sw_6in,362,0.566,0.657,0.922,NA
"PTRS, Colt",rel_sw_6in,363,0.558,0.651,0.944,NA
"PTRS, Colt",rel_sw_6in,364,0.554,0.66,0.99,NA
"PTRS, Colt",rel_sw_6in,365,0.552,0.642,0.923,NA
"PTRS, Colt",rel_sw_6in,366,0.603,0.655,0.998,NA
Pratt Farm,Biomass_kgha,1,0,0,0,0
Pratt Farm,Biomass_kgha,2,0,0,0,0
Pratt Farm,Biomass_kgha,3,0,0,0,0
Pratt Farm,Biomass_kgha,4,0,0,0,0
Pratt Farm,Biomass_kgha,5,0,0,0,0
Pratt Farm,Biomass_kgha,6,0,0,0,0
Pratt Farm,Biomass_kgha,7,0,0,0,0
Pratt Farm,Biomass_kgha,8,0,0,0,0
Pratt Farm,Biomass_kgha,9,0,0,0,0
Pratt Farm,Biomass_kgha,10,0,0,0,0
Pratt Farm,Biomass_kgha,11,0,0,0,0
Pratt Farm,Biomass_kgha,12,0,0,0,0
Pratt Farm,Biomass_kgha,13,0,0,0,0
Pratt Farm,Biomass_kgha,14,0,0,0,0
Pratt Farm,Biomass_kgha,15,0,0,0,0
Pratt Farm,Biomass_kgha,16,0,0,0,0
Pratt Farm,Biomass_kgha,17,0,0,0,0
Pratt Farm,Biomass_kgha,18,0,0,0,0
Pratt Farm,Biomass_kgha,19,0,0,0,0
Pratt Farm,Biomass_kgha,20,0,0,0,0
Pratt Farm,Biomass_kgha,21,0,0,0,0
Pratt Farm,Biomass_kgha,22,0,0,0,0
Pratt Farm,Biomass_kgha,23,0,0,0,0
Pratt Farm,Biomass_kgha,24,0,0,0,0
Pratt Farm,Biomass_kgha,25,0,0,0,0
Pratt Farm,Biomass_kgha,26,0,0,0,0
Pratt Farm,Biomass_kgha,27,0,0,0,0
Pratt Farm,Biomass_kgha,28,0,0,0,0
Pratt Farm,Biomass_kgha,29,0,0,0,0
Pratt Farm,Biomass_kgha,30,0,0,0,0
Pratt Farm,Biomass_kgha,31,0,0,0,0
Pratt Farm,Biomass_kgha,32,0,0,0,0
Pratt Farm,Biomass_kgha,33,0,0,0,0
Pratt Farm,Biomass_kgha,34,0,0,0,0
Pratt Farm,Biomass_kgha,35,0,0,0,0
Pratt Farm,Biomass_kgha,36,0,0,0,0
Pratt Farm,Biomass_kgha,37,0,0,0,0
Pratt Farm,Biomass_kgha,38,0,0,0,0
Pratt Farm,Biomass_kgha,39,0,0,0,0
Pratt Farm,Biomass_kgha,40,0,0,0,0
Pratt Farm,Biomass_kgha,41,0,0,0,0
Pratt Farm,Biomass_kgha,42,0,0,0,0
Pratt Farm,Biomass_kgha,43,0,0,0,0
Pratt Farm,Biomass_kgha,44,0,0,0,0
Pratt Farm,Biomass_kgha,45,0,0,0,0
Pratt Farm,Biomass_kgha,46,0,0,0,0
Pratt Farm,Biomass_kgha,47,0,0,0,0
Pratt Farm,Biomass_kgha,48,0,0,0,0
Pratt Farm,Biomass_kgha,49,0,0,0,0
Pratt Farm,Biomass_kgha,50,0,0,0,0
Pratt Farm,Biomass_kgha,51,0,0,0,0
Pratt Farm,Biomass_kgha,52,0,0,0,0
Pratt Farm,Biomass_kgha,53,0,0,0,0
Pratt Farm,Biomass_kgha,54,0,0,0,0
Pratt Farm,Biomass_kgha,55,0,0,0,0
Pratt Farm,Biomass_kgha,56,0,0,0,0
Pratt Farm,Biomass_kgha,57,0,0,0,0
Pratt Farm,Biomass_kgha,58,0,0,0,0
Pratt Farm,Biomass_kgha,59,0,0,0,0
Pratt Farm,Biomass_kgha,60,0,0,0,0
Pratt Farm,Biomass_kgha,61,0,0,0,0
Pratt Farm,Biomass_kgha,62,0,0,0,0
Pratt Farm,Biomass_kgha,63,0,0,0,0
Pratt Farm,Biomass_kgha,64,0,0,0,0
Pratt Farm,Biomass_kgha,65,0,0,0,0
Pratt Farm,Biomass_kgha,66,0,0,0,0
Pratt Farm,Biomass_kgha,67,0,0,0,0
Pratt Farm,Biomass_kgha,68,0,0,0,0
Pratt Farm,Biomass_kgha,69,0,0,0,0
Pratt Farm,Biomass_kgha,70,0,0,0,0
Pratt Farm,Biomass_kgha,71,0,0,0,0
Pratt Farm,Biomass_kgha,72,0,0,0,0
Pratt Farm,Biomass_kgha,73,0,0,0,0
Pratt Farm,Biomass_kgha,74,0,0,0,0
Pratt Farm,Biomass_kgha,75,0,0,0,0
Pratt Farm,Biomass_kgha,76,0,0,0,0
Pratt Farm,Biomass_kgha,77,0,0,0,0
Pratt Farm,Biomass_kgha,78,0,0,0,0
Pratt Farm,Biomass_kgha,79,0,0,0,0
Pratt Farm,Biomass_kgha,80,0,0,0,0
Pratt Farm,Biomass_kgha,81,0,0,0,0
Pratt Farm,Biomass_kgha,82,0,0,0,0
Pratt Farm,Biomass_kgha,83,0,0,0,0
Pratt Farm,Biomass_kgha,84,0,0,0,0
Pratt Farm,Biomass_kgha,85,0,0,0,0
Pratt Farm,Biomass_kgha,86,0,0,0,0
Pratt Farm,Biomass_kgha,87,0,0,0,0
Pratt Farm,Biomass_kgha,88,0,0,0,0
Pratt Farm,Biomass_kgha,89,0,0,0,0
Pratt Farm,Biomass_kgha,90,0,0,0,0
Pratt Farm,Biomass_kgha,91,0,0,0,0
Pratt Farm,Biomass_kgha,92,0,0,0,0
Pratt Farm,Biomass_kgha,93,0,0,0,0
Pratt Farm,Biomass_kgha,94,0,0,0,0
Pratt Farm,Biomass_kgha,95,0,0,0,0
Pratt Farm,Biomass_kgha,96,0,0,0,0
Pratt Farm,Biomass_kgha,97,0,0,0,0
Pratt Farm,Biomass_kgha,98,0,0,0,0
Pratt Farm,Biomass_kgha,99,0,0,0,0
Pratt Farm,Biomass_kgha,100,0,0,0,0
Pratt Farm,Biomass_kgha,101,0,0,0,0
Pratt Farm,Biomass_kgha,102,0,0,0,0
Pratt Farm,Biomass_kgha,103,0,0,0,0
Pratt Farm,Biomass_kgha,104,0,0,0,0
Pratt Farm,Biomass_kgha,105,0,0,0,0
Pratt Farm,Biomass_kgha,106,0,0,0,0
Pratt Farm,Biomass_kgha,107,0,0,0,0
Pratt Farm,Biomass_kgha,108,0,0,0,0
Pratt Farm,Biomass_kgha,109,0,0,0,0
Pratt Farm,Biomass_kgha,110,0,0,0,0
Pratt Farm,Biomass_kgha,111,0,0,0,0
Pratt Farm,Biomass_kgha,112,0,0,0,0
Pratt Farm,Biomass_kgha,113,0,0,0,0
Pratt Farm,Biomass_kgha,114,0,0,0,0
Pratt Farm,Biomass_kgha,115,0,0,0,0
Pratt Farm,Biomass_kgha,116,0,0,0,0
Pratt Farm,Biomass_kgha,117,0,0,0,0
Pratt Farm,Biomass_kgha,118,0,0,0,0
Pratt Farm,Biomass_kgha,119,0,0,0,0
Pratt Farm,Biomass_kgha,120,0,0,0,0
Pratt Farm,Biomass_kgha,121,0,0,0,0
Pratt Farm,Biomass_kgha,122,0,0,0,0
Pratt Farm,Biomass_kgha,123,0,0,0,0
Pratt Farm,Biomass_kgha,124,0,0,0,0
Pratt Farm,Biomass_kgha,125,0,0,0,0
Pratt Farm,Biomass_kgha,126,0,0,0,0
Pratt Farm,Biomass_kgha,127,0,0,0,0
Pratt Farm,Biomass_kgha,128,0,0,0,0
Pratt Farm,Biomass_kgha,129,0,0,0,0
Pratt Farm,Biomass_kgha,130,0,0,0,0
Pratt Farm,Biomass_kgha,131,0,0,0,0
Pratt Farm,Biomass_kgha,132,0,0,0,0
Pratt Farm,Biomass_kgha,133,0,0,0,0
Pratt Farm,Biomass_kgha,134,0,0,0,0
Pratt Farm,Biomass_kgha,135,0,0,0,0
Pratt Farm,Biomass_kgha,136,0,0,0,0
Pratt Farm,Biomass_kgha,137,0,0,0,0
Pratt Farm,Biomass_kgha,138,0,0,0,0
Pratt Farm,Biomass_kgha,139,0,0,0,0
Pratt Farm,Biomass_kgha,140,0,0,0,0
Pratt Farm,Biomass_kgha,141,0,0,0,0
Pratt Farm,Biomass_kgha,142,0,10,10,10
Pratt Farm,Biomass_kgha,143,10,10,10,10
Pratt Farm,Biomass_kgha,144,10,10,10,10
Pratt Farm,Biomass_kgha,145,10,10,10,10
Pratt Farm,Biomass_kgha,146,10,10,10,10
Pratt Farm,Biomass_kgha,147,10,10,14.814,10
Pratt Farm,Biomass_kgha,148,10,13.186,18.277,11.168
Pratt Farm,Biomass_kgha,149,10,16.139,22.82,15.158
Pratt Farm,Biomass_kgha,150,11.255,19.339,28.037,18.796
Pratt Farm,Biomass_kgha,151,14.583,23.06,33.944,23.538
Pratt Farm,Biomass_kgha,152,18.594,27.446,40.704,29.147
Pratt Farm,Biomass_kgha,153,20.983,33.375,48.932,32.721
Pratt Farm,Biomass_kgha,154,22.587,40.345,59.247,40.137
Pratt Farm,Biomass_kgha,155,27.576,48.082,70.122,47.532
Pratt Farm,Biomass_kgha,156,33.693,55.478,82.789,57.92
Pratt Farm,Biomass_kgha,157,41.027,64.814,99.804,65.08
Pratt Farm,Biomass_kgha,158,48.676,76.78,118.79,74.374
Pratt Farm,Biomass_kgha,159,59.53,91.668,138.409,87.523
Pratt Farm,Biomass_kgha,160,67.436,108.613,159.79,105.629
Pratt Farm,Biomass_kgha,161,81.15,126.794,187.558,124.699
Pratt Farm,Biomass_kgha,162,96.141,149.065,213.792,147.292
Pratt Farm,Biomass_kgha,163,111.238,171.812,248.49,162.872
Pratt Farm,Biomass_kgha,164,125.805,199.59,283.748,193.696
Pratt Farm,Biomass_kgha,165,145.229,227.46,327.806,221.886
Pratt Farm,Biomass_kgha,166,170.313,266.648,382.552,231.67
Pratt Farm,Biomass_kgha,167,198.216,307.001,443.721,278.969
Pratt Farm,Biomass_kgha,168,235.78,353.046,508.111,328.008
Pratt Farm,Biomass_kgha,169,279.779,397.932,579.672,379.979
Pratt Farm,Biomass_kgha,170,326.12,465.409,644.639,391.349
Pratt Farm,Biomass_kgha,171,375.812,533.975,678.056,470.404
Pratt Farm,Biomass_kgha,172,432.071,607.263,777.614,511.524
Pratt Farm,Biomass_kgha,173,490.538,687.651,854.033,610.307
Pratt Farm,Biomass_kgha,174,564.013,778.731,954.3,686.97
Pratt Farm,Biomass_kgha,175,634.89,878.775,1063.635,748.787
Pratt Farm,Biomass_kgha,176,724.031,987.598,1186.857,862.485
Pratt Farm,Biomass_kgha,177,786.325,1103.233,1313.891,936.918
Pratt Farm,Biomass_kgha,178,886.567,1199.597,1429.962,1060.079
Pratt Farm,Biomass_kgha,179,974.146,1311.447,1542.878,1186.834
Pratt Farm,Biomass_kgha,180,1073.199,1424.838,1673.678,1316.655
Pratt Farm,Biomass_kgha,181,1144.954,1534.033,1803.984,1447.313
Pratt Farm,Biomass_kgha,182,1258.631,1636.362,1941.889,1578.93
Pratt Farm,Biomass_kgha,183,1326.948,1773.142,2079.949,1717.56
Pratt Farm,Biomass_kgha,184,1435.643,1897.033,2218.372,1853.242
Pratt Farm,Biomass_kgha,185,1569.143,2012.465,2329.068,1926.887
Pratt Farm,Biomass_kgha,186,1711.915,2115.494,2485.401,2065.037
Pratt Farm,Biomass_kgha,187,1858.145,2247.056,2607.583,2208.924
Pratt Farm,Biomass_kgha,188,1999.141,2393.718,2709.362,2330.111
Pratt Farm,Biomass_kgha,189,2088.936,2525.223,2862.389,2476.76
Pratt Farm,Biomass_kgha,190,2153.546,2656.557,3019.238,2634.101
Pratt Farm,Biomass_kgha,191,2293.441,2794.317,3177.624,2792.054
Pratt Farm,Biomass_kgha,192,2422.014,2913.853,3330.785,2945.229
Pratt Farm,Biomass_kgha,193,2545.879,3043.038,3482.224,3084.588
Pratt Farm,Biomass_kgha,194,2649.081,3162.959,3634.325,3226.802
Pratt Farm,Biomass_kgha,195,2758.683,3292.708,3783.818,3367.314
Pratt Farm,Biomass_kgha,196,2879.085,3419.512,3922.275,3504.626
Pratt Farm,Biomass_kgha,197,2995.119,3553.048,4069.14,3654.014
Pratt Farm,Biomass_kgha,198,3117.969,3675.9,4196.648,3792.673
Pratt Farm,Biomass_kgha,199,3250.508,3835.02,4316.567,3935.869
Pratt Farm,Biomass_kgha,200,3382.313,3963.013,4434.779,4088.213
Pratt Farm,Biomass_kgha,201,3499.334,4097.984,4594.322,4218.034
Pratt Farm,Biomass_kgha,202,3605.027,4214.005,4741.191,4330.77
Pratt Farm,Biomass_kgha,203,3701.784,4371.843,4890.108,4471.659
Pratt Farm,Biomass_kgha,204,3792.58,4484.53,5056.168,4598.308
Pratt Farm,Biomass_kgha,205,3899.459,4612.398,5222.992,4716.821
Pratt Farm,Biomass_kgha,206,4026.677,4752.164,5367.437,4922.436
Pratt Farm,Biomass_kgha,207,4148.452,4898.62,5573.255,5104.499
Pratt Farm,Biomass_kgha,208,4265.489,5009.672,5800.019,5292.775
Pratt Farm,Biomass_kgha,209,4388.191,5141.365,6029.803,5456.722
Pratt Farm,Biomass_kgha,210,4519.104,5312.175,6245.644,5649.415
Pratt Farm,Biomass_kgha,211,4639.15,5511.094,6472.436,5719.64
Pratt Farm,Biomass_kgha,212,4746.565,5655.768,6699.895,5841.845
Pratt Farm,Biomass_kgha,213,4832.38,5843.559,6856.739,6056.83
Pratt Farm,Biomass_kgha,214,4903.11,6041.513,7109.187,NA
Pratt Farm,Biomass_kgha,215,4951.877,6240.445,7363.4,NA
Pratt Farm,Biomass_kgha,216,4994.958,6421.388,7599.899,NA
Pratt Farm,Biomass_kgha,217,5062.291,6610.121,7827.665,NA
Pratt Farm,Biomass_kgha,218,5124.891,6801.069,8046.553,NA
Pratt Farm,Biomass_kgha,219,5197.213,6998.19,8296.732,NA
Pratt Farm,Biomass_kgha,220,5297.795,7140.883,8475.534,NA
Pratt Farm,Biomass_kgha,221,5408.106,7372.933,8660.556,NA
Pratt Farm,Biomass_kgha,222,5510.087,7569.42,8872.102,NA
Pratt Farm,Biomass_kgha,223,5625.747,7730.339,9054.078,NA
Pratt Farm,Biomass_kgha,224,5809.743,7888.85,9250.929,NA
Pratt Farm,Biomass_kgha,225,5988.146,8076.708,9365.932,NA
Pratt Farm,Biomass_kgha,226,6166.865,8272.35,9575.752,NA
Pratt Farm,Biomass_kgha,227,6350.06,8430.448,9723.339,NA
Pratt Farm,Biomass_kgha,228,6516.3,8583.94,9876.829,NA
Pratt Farm,Biomass_kgha,229,6634.754,8731.185,10068.642,NA
Pratt Farm,Biomass_kgha,230,6766.6,8856.725,10275.101,NA
Pratt Farm,Biomass_kgha,231,6858.537,8979.731,10383.5,NA
Pratt Farm,Biomass_kgha,232,6948.576,9096.022,10451.932,NA
Pratt Farm,Biomass_kgha,233,7094.097,9288.251,10624.312,NA
Pratt Farm,Biomass_kgha,234,7217.384,9436.279,10788.24,NA
Pratt Farm,Biomass_kgha,235,7332.253,9537.045,10944.217,NA
Pratt Farm,Biomass_kgha,236,7363.462,9664.591,11044.437,NA
Pratt Farm,Biomass_kgha,237,7520.135,9781.202,11149.504,NA
Pratt Farm,Biomass_kgha,238,7699.774,9873.633,11243.37,NA
Pratt Farm,Biomass_kgha,239,7855.013,9945.912,11331.956,NA
Pratt Farm,Biomass_kgha,240,7984.244,10024.815,11430.272,NA
Pratt Farm,Biomass_kgha,241,8129.808,10104.407,11514.322,NA
Pratt Farm,Biomass_kgha,242,8237.445,10153.933,11583.332,NA
Pratt Farm,Biomass_kgha,243,8366.198,10221.516,11618.29,NA
Pratt Farm,Biomass_kgha,244,8472.832,10276.535,11639.131,NA
Pratt Farm,Biomass_kgha,245,8576.419,10319.121,11645.105,NA
Pratt Farm,Biomass_kgha,246,8611.009,10339.952,11669.326,NA
Pratt Farm,Biomass_kgha,247,8635.846,10397.759,11680.821,NA
Pratt Farm,Biomass_kgha,248,8775.776,10437.727,11677.109,NA
Pratt Farm,Biomass_kgha,249,8881.385,10497.051,11628.208,NA
Pratt Farm,Biomass_kgha,250,8933.672,10473.574,11606.421,NA
Pratt Farm,Biomass_kgha,251,8996.104,10430.453,11558.003,NA
Pratt Farm,Biomass_kgha,252,9059.785,10424.601,11508.723,NA
Pratt Farm,Biomass_kgha,253,0,10384.095,11457.972,NA
Pratt Farm,Biomass_kgha,254,0,10312.776,11409.758,NA
Pratt Farm,Biomass_kgha,255,0,10237.204,11363.955,NA
Pratt Farm,Biomass_kgha,256,0,10104.732,11320.442,NA
Pratt Farm,Biomass_kgha,257,0,10062.596,11279.105,NA
Pratt Farm,Biomass_kgha,258,0,9994.495,11239.835,NA
Pratt Farm,Biomass_kgha,259,0,9546.255,10872.559,NA
Pratt Farm,Biomass_kgha,260,0,9261.199,10827.871,NA
Pratt Farm,Biomass_kgha,261,0,0,10785.418,NA
Pratt Farm,Biomass_kgha,262,0,0,10745.087,NA
Pratt Farm,Biomass_kgha,263,0,0,10706.772,NA
Pratt Farm,Biomass_kgha,264,0,0,10670.374,NA
Pratt Farm,Biomass_kgha,265,0,0,9896.478,NA
Pratt Farm,Biomass_kgha,266,0,0,9312.76,NA
Pratt Farm,Biomass_kgha,267,0,0,9266.434,NA
Pratt Farm,Biomass_kgha,268,0,0,9221.69,NA
Pratt Farm,Biomass_kgha,269,0,0,9179.184,NA
Pratt Farm,Biomass_kgha,270,0,0,9138.803,NA
Pratt Farm,Biomass_kgha,271,0,0,9100.441,NA
Pratt Farm,Biomass_kgha,272,0,0,9063.997,NA
Pratt Farm,Biomass_kgha,273,0,0,0,NA
Pratt Farm,Biomass_kgha,274,0,0,0,NA
Pratt Farm,Biomass_kgha,275,0,0,0,NA
Pratt Farm,Biomass_kgha,276,0,0,0,NA
Pratt Farm,Biomass_kgha,277,0,0,0,NA
Pratt Farm,Biomass_kgha,278,0,0,0,NA
Pratt Farm,Biomass_kgha,279,0,0,0,NA
Pratt Farm,Biomass_kgha,280,0,0,0,NA
Pratt Farm,Biomass_kgha,281,0,0,0,NA
Pratt Farm,Biomass_kgha,282,0,0,0,NA
Pratt Farm,Biomass_kgha,283,0,0,0,NA
Pratt Farm,Biomass_kgha,284,0,0,0,NA
Pratt Farm,Biomass_kgha,285,0,0,0,NA
Pratt Farm,Biomass_kgha,286,0,0,0,NA
Pratt Farm,Biomass_kgha,287,0,0,0,NA
Pratt Farm,Biomass_kgha,288,0,0,0,NA
Pratt Farm,Biomass_kgha,289,0,0,0,NA
Pratt Farm,Biomass_kgha,290,0,0,0,NA
Pratt Farm,Biomass_kgha,291,0,0,0,NA
Pratt Farm,Biomass_kgha,292,0,0,0,NA
Pratt Farm,Biomass_kgha,293,0,0,0,NA
Pratt Farm,Biomass_kgha,294,0,0,0,NA
Pratt Farm,Biomass_kgha,295,0,0,0,NA
Pratt Farm,Biomass_kgha,296,0,0,0,NA
Pratt Farm,Biomass_kgha,297,0,0,0,NA
Pratt Farm,Biomass_kgha,298,0,0,0,NA
Pratt Farm,Biomass_kgha,299,0,0,0,NA
Pratt Farm,Biomass_kgha,300,0,0,0,NA
Pratt Farm,Biomass_kgha,301,0,0,0,NA
Pratt Farm,Biomass_kgha,302,0,0,0,NA
Pratt Farm,Biomass_kgha,303,0,0,0,NA
Pratt Farm,Biomass_kgha,304,0,0,0,NA
Pratt Farm,Biomass_kgha,305,0,0,0,NA
Pratt Farm,Biomass_kgha,306,0,0,0,NA
Pratt Farm,Biomass_kgha,307,0,0,0,NA
Pratt Farm,Biomass_kgha,308,0,0,0,NA
Pratt Farm,Biomass_kgha,309,0,0,0,NA
Pratt Farm,Biomass_kgha,310,0,0,0,NA
Pratt Farm,Biomass_kgha,311,0,0,0,NA
Pratt Farm,Biomass_kgha,312,0,0,0,NA
Pratt Farm,Biomass_kgha,313,0,0,0,NA
Pratt Farm,Biomass_kgha,314,0,0,0,NA
Pratt Farm,Biomass_kgha,315,0,0,0,NA
Pratt Farm,Biomass_kgha,316,0,0,0,NA
Pratt Farm,Biomass_kgha,317,0,0,0,NA
Pratt Farm,Biomass_kgha,318,0,0,0,NA
Pratt Farm,Biomass_kgha,319,0,0,0,NA
Pratt Farm,Biomass_kgha,320,0,0,0,NA
Pratt Farm,Biomass_kgha,321,0,0,0,NA
Pratt Farm,Biomass_kgha,322,0,0,0,NA
Pratt Farm,Biomass_kgha,323,0,0,0,NA
Pratt Farm,Biomass_kgha,324,0,0,0,NA
Pratt Farm,Biomass_kgha,325,0,0,0,NA
Pratt Farm,Biomass_kgha,326,0,0,0,NA
Pratt Farm,Biomass_kgha,327,0,0,0,NA
Pratt Farm,Biomass_kgha,328,0,0,0,NA
Pratt Farm,Biomass_kgha,329,0,0,0,NA
Pratt Farm,Biomass_kgha,330,0,0,0,NA
Pratt Farm,Biomass_kgha,331,0,0,0,NA
Pratt Farm,Biomass_kgha,332,0,0,0,NA
Pratt Farm,Biomass_kgha,333,0,0,0,NA
Pratt Farm,Biomass_kgha,334,0,0,0,NA
Pratt Farm,Biomass_kgha,335,0,0,0,NA
Pratt Farm,Biomass_kgha,336,0,0,0,NA
Pratt Farm,Biomass_kgha,337,0,0,0,NA
Pratt Farm,Biomass_kgha,338,0,0,0,NA
Pratt Farm,Biomass_kgha,339,0,0,0,NA
Pratt Farm,Biomass_kgha,340,0,0,0,NA
Pratt Farm,Biomass_kgha,341,0,0,0,NA
Pratt Farm,Biomass_kgha,342,0,0,0,NA
Pratt Farm,Biomass_kgha,343,0,0,0,NA
Pratt Farm,Biomass_kgha,344,0,0,0,NA
Pratt Farm,Biomass_kgha,345,0,0,0,NA
Pratt Farm,Biomass_kgha,346,0,0,0,NA
Pratt Farm,Biomass_kgha,347,0,0,0,NA
Pratt Farm,Biomass_kgha,348,0,0,0,NA
Pratt Farm,Biomass_kgha,349,0,0,0,NA
Pratt Farm,Biomass_kgha,350,0,0,0,NA
Pratt Farm,Biomass_kgha,351,0,0,0,NA
Pratt Farm,Biomass_kgha,352,0,0,0,NA
Pratt Farm,Biomass_kgha,353,0,0,0,NA
Pratt Farm,Biomass_kgha,354,0,0,0,NA
Pratt Farm,Biomass_kgha,355,0,0,0,NA
Pratt Farm,Biomass_kgha,356,0,0,0,NA
Pratt Farm,Biomass_kgha,357,0,0,0,NA
Pratt Farm,Biomass_kgha,358,0,0,0,NA
Pratt Farm,Biomass_kgha,359,0,0,0,NA
Pratt Farm,Biomass_kgha,360,0,0,0,NA
Pratt Farm,Biomass_kgha,361,0,0,0,NA
Pratt Farm,Biomass_kgha,362,0,0,0,NA
Pratt Farm,Biomass_kgha,363,0,0,0,NA
Pratt Farm,Biomass_kgha,364,0,0,0,NA
Pratt Farm,Biomass_kgha,365,0,0,0,NA
Pratt Farm,Biomass_kgha,366,0,0,0,NA
Pratt Farm,CummRain_in,1,22.751,38.224,71.395,40.897
Pratt Farm,CummRain_in,2,22.751,38.849,71.395,40.899
Pratt Farm,CummRain_in,3,22.751,39.223,71.402,40.899
Pratt Farm,CummRain_in,4,22.751,39.226,71.415,40.899
Pratt Farm,CummRain_in,5,22.751,39.48,71.415,40.899
Pratt Farm,CummRain_in,6,22.751,39.485,71.467,40.899
Pratt Farm,CummRain_in,7,22.751,39.517,71.608,40.899
Pratt Farm,CummRain_in,8,22.751,39.567,71.608,40.922
Pratt Farm,CummRain_in,9,22.804,40.068,71.608,41.524
Pratt Farm,CummRain_in,10,23.211,40.135,71.608,41.576
Pratt Farm,CummRain_in,11,23.211,40.461,71.608,41.576
Pratt Farm,CummRain_in,12,23.352,40.625,71.608,41.576
Pratt Farm,CummRain_in,13,23.462,40.636,71.608,41.576
Pratt Farm,CummRain_in,14,23.462,40.643,71.611,41.576
Pratt Farm,CummRain_in,15,23.462,40.646,71.613,41.576
Pratt Farm,CummRain_in,16,24.144,40.654,72.311,41.576
Pratt Farm,CummRain_in,17,24.266,41.266,72.597,41.576
Pratt Farm,CummRain_in,18,24.266,41.395,72.597,41.576
Pratt Farm,CummRain_in,19,24.266,41.497,72.609,41.576
Pratt Farm,CummRain_in,20,24.345,41.608,73.48,41.576
Pratt Farm,CummRain_in,21,24.367,41.637,73.764,42.331
Pratt Farm,CummRain_in,22,27.041,42.112,73.764,42.334
Pratt Farm,CummRain_in,23,27.053,42.332,74.326,42.498
Pratt Farm,CummRain_in,24,27.054,42.454,74.337,43.307
Pratt Farm,CummRain_in,25,27.054,42.456,74.337,43.716
Pratt Farm,CummRain_in,26,27.054,42.456,74.337,43.717
Pratt Farm,CummRain_in,27,27.054,42.532,74.348,43.72
Pratt Farm,CummRain_in,28,27.621,42.839,74.394,43.728
Pratt Farm,CummRain_in,29,27.621,43.376,75.54,43.728
Pratt Farm,CummRain_in,30,27.673,43.38,75.542,43.728
Pratt Farm,CummRain_in,31,27.695,43.425,75.542,43.728
Pratt Farm,CummRain_in,32,27.702,43.625,75.542,43.728
Pratt Farm,CummRain_in,33,28.307,43.793,75.542,43.728
Pratt Farm,CummRain_in,34,28.522,44.306,75.656,43.914
Pratt Farm,CummRain_in,35,28.522,44.312,76.748,43.914
Pratt Farm,CummRain_in,36,28.526,44.314,76.791,43.914
Pratt Farm,CummRain_in,37,28.538,44.629,76.791,43.914
Pratt Farm,CummRain_in,38,28.538,44.845,76.801,43.914
Pratt Farm,CummRain_in,39,28.538,44.845,78.503,43.914
Pratt Farm,CummRain_in,40,28.538,44.876,78.511,43.914
Pratt Farm,CummRain_in,41,29.06,45.235,78.52,43.916
Pratt Farm,CummRain_in,42,29.061,45.353,78.703,43.95
Pratt Farm,CummRain_in,43,29.062,45.394,78.72,43.95
Pratt Farm,CummRain_in,44,29.081,45.394,78.72,43.95
Pratt Farm,CummRain_in,45,29.081,45.395,78.802,44.984
